rev_id	original	corrected	errorCode	idx	teifile	Main_category	Subcategory
94-36	Hindúar á íslandi	hindúar	lower4upper-proper	36-1	texti059-2005.xml	orthography	capitalization
94-36	Hindúar á íslandi	hindúar	wording	36-1	texti059-2005.xml	style	wording
94-37	af þessum hindúum er	þeirra eru	wording	37-1	texti059-2005.xml	style	wording
94-37	af þessum hindúum er	þeirra eru	agreement	37-2	texti059-2005.xml	grammar	agreement
94-38	NA	hingað	missing-word	NA	texti059-2005.xml	vocabulary	omission
94-39	íslandi	Íslandi	lower4upper-proper	NA	texti059-2005.xml	orthography	capitalization
94-40	til	í	wrong-prep	NA	texti059-2005.xml	grammar	prep
94-42	ýmsa	ýmiss konar	wording	NA	texti059-2005.xml	style	wording
94-42b	falla	greinast	wording	NA	texti059-2005.xml	style	wording
94-43	, shruti	: shruti -bálkinn	comma4colon	43-1	texti059-2005.xml	orthography	punctuation
94-43	, shruti	: shruti -bálkinn	nonit4it	43-2	texti059-2005.xml	style	style
94-43	, shruti	: shruti -bálkinn	missing-word	43-3	texti059-2005.xml	vocabulary	omission
94-44	smirti , rithöfundar shruti	smirti -bálkinn . Rithöfundar shruti -rita	nonit4it	44-1	texti059-2005.xml	style	style
94-44	smirti , rithöfundar shruti	smirti -bálkinn . Rithöfundar shruti -rita	missing-word	44-2	texti059-2005.xml	vocabulary	omission
94-44	smirti , rithöfundar shruti	smirti -bálkinn . Rithöfundar shruti -rita	comma4period	44-3	texti059-2005.xml	orthography	punctuation
94-44	smirti , rithöfundar shruti	smirti -bálkinn . Rithöfundar shruti -rita	nonit4it	44-4	texti059-2005.xml	style	style
94-44	smirti , rithöfundar shruti	smirti -bálkinn . Rithöfundar shruti -rita	missing-word	44-5	texti059-2005.xml	vocabulary	omission
94-45	heilegari	heilagari	letter-rep	45-1	texti059-2005.xml	orthography	typo
94-45	heilegari	heilagari	nonword	45-1	texti059-2005.xml	orthography	nonword
94-46	smirti	smirti -ritin	nonit4it	46-1	texti059-2005.xml	style	style
94-46	smirti	smirti -ritin	missing-word	46-2	texti059-2005.xml	vocabulary	omission
94-47	shruti inniheldur	Í Shruti -bálknum eru	lower4upper-initial	47-1	texti059-2005.xml	orthography	capitalization
94-47	shruti inniheldur	Í Shruti -bálknum eru	nonit4it	47-1	texti059-2005.xml	style	style
94-47	shruti inniheldur	Í Shruti -bálknum eru	wording	47-2	texti059-2005.xml	style	wording
94-48	veda	Veda -ritin	lower4upper-proper	48-1	texti059-2005.xml	orthography	capitalization
94-48	veda	Veda -ritin	missing-word	48-2	texti059-2005.xml	vocabulary	omission
94-49	samstaða	samanstanda	context	NA	texti059-2005.xml	vocabulary	lexical
94-50	, ljóðaviskan	– ljóðaviskunni	comma4dash	50-1	texti059-2005.xml	orthography	punctuation
94-50	, ljóðaviskan	– ljóðaviskunni	nominal-inflection	50-2	texti059-2005.xml	grammar	inflection
94-50	, ljóðaviskan	– ljóðaviskunni	case-collocation	50-2	texti059-2005.xml	grammar	case
94-51	söngviskan	söngviskunni	nominal-inflection	51-1	texti059-2005.xml	grammar	inflection
94-51	söngviskan	söngviskunni	case-collocation	51-1	texti059-2005.xml	grammar	case
94-52	fórnviskan	fórnarviskunni	nominal-inflection	52-1	texti059-2005.xml	grammar	inflection
94-52	fórnviskan	fórnarviskunni	case-collocation	52-1	texti059-2005.xml	grammar	case
94-53	töfraviskan ,	töfraviskunni –	nominal-inflection	53-1	texti059-2005.xml	grammar	inflection
94-53	töfraviskan ,	töfraviskunni –	case-collocation	53-1	texti059-2005.xml	grammar	case
94-53	töfraviskan ,	töfraviskunni –	comma4dash	53-2	texti059-2005.xml	orthography	punctuation
94-54	Smirti hafa	smirti -ritin eru	upper4lower-common	54-1	texti059-2005.xml	orthography	capitalization
94-54	Smirti hafa	smirti -ritin eru	nonit4it	54-1	texti059-2005.xml	style	style
94-54	Smirti hafa	smirti -ritin eru	missing-word	54-2	texti059-2005.xml	vocabulary	omission
94-54	Smirti hafa	smirti -ritin eru	wording	54-3	texti059-2005.xml	style	wording
94-56	Varaneshi	Varanasi	letter-rep	56-1	texti059-2005.xml	orthography	typo
94-56	Varaneshi	Varanasi	extra-letter	56-1	texti059-2005.xml	orthography	typo
94-57	nefnd sem Kashi	oft kölluð Kashi	wording	57-1	texti059-2005.xml	style	wording
94-57	nefnd sem Kashi	oft kölluð Kashi	nonit4it	57-2	texti059-2005.xml	style	style
94-59	um	fyrir	wrong-prep	NA	texti059-2005.xml	grammar	prep
94-60	eru þær	NA	extra-fin-verb	60-1	texti059-2005.xml	grammar	syntax
94-60	eru þær	NA	extra-sub	60-2	texti059-2005.xml	grammar	syntax
94-61	yfir	á	wrong-prep	NA	texti059-2005.xml	grammar	prep
94-62	4október	4.október í ár	missing-period	62-1	texti059-2005.xml	orthography	punctuation
94-62	4október	4.október í ár	wording	62-2	texti059-2005.xml	style	wording
94-62b	er haldin yfir næstu fimm dagana	stendur yfir í fimm daga	wording	NA	texti059-2005.xml	style	wording
94-63	í ár en þessi	en dagsetningin	dep	62-2	texti059-2005.xml	other	miscellaneous
94-63	í ár en þessi	en dagsetningin	extra-dem-pro	63-1	texti059-2005.xml	grammar	definitiveness
94-63	í ár en þessi	en dagsetningin	missing-sub	63-2	texti059-2005.xml	grammar	syntax
94-64	NA	hátíðin	missing-sub	NA	texti059-2005.xml	grammar	syntax
94-65	um haustið	á haustin	wrong-prep	65-1	texti059-2005.xml	grammar	prep
94-65	um haustið	á haustin	singular4plural	65-2	texti059-2005.xml	vocabulary	semantic
94-66	7október	7.október	missing-period	NA	texti059-2005.xml	orthography	punctuation
94-66	yfir	og stendur yfir í	missing-conjunction	66-1	texti059-2005.xml	orthography	punctuation
94-66	yfir	og stendur yfir í	missing-fin-verb	66-2	texti059-2005.xml	grammar	syntax
94-66	yfir	og stendur yfir í	missing-prep	66-3	texti059-2005.xml	grammar	prep
94-66	á	kemur	context	NA	texti059-2005.xml	vocabulary	lexical
94-67	Fyrir hverja nótt í navarti	Á hverri nóttu Navarti	wording	67-1	texti059-2005.xml	style	wording
94-67	Fyrir hverja nótt í navarti	Á hverri nóttu Navarti	extra-prep	67-2	texti059-2005.xml	grammar	prep
94-67	Fyrir hverja nótt í navarti	Á hverri nóttu Navarti	lower4upper-proper	67-3	texti059-2005.xml	orthography	capitalization
94-68	tilbiðið eina gyðju	ein gyðja tilbeðin	nonword	68-1	texti059-2005.xml	orthography	nonword
94-68	tilbiðið eina gyðju	ein gyðja tilbeðin	new-passive	68-2	texti059-2005.xml	grammar	syntax
94-69	um dagana eru haldin	á daginn fara fram	wrong-prep	69-1	texti059-2005.xml	grammar	prep
94-69	um dagana eru haldin	á daginn fara fram	plural4singular	69-2	texti059-2005.xml	vocabulary	semantic
94-69	um dagana eru haldin	á daginn fara fram	wording	69-3	texti059-2005.xml	style	wording
94-69b	hátíðarhöld	hátíðahöld	compound-collocation	NA	texti059-2005.xml	orthography	nonword
94-70	nóttin í navarti	nótt Navarti	def4ind	70-1	texti059-2005.xml	grammar	definitiveness
94-70	nóttin í navarti	nótt Navarti	extra-prep	70-2	texti059-2005.xml	grammar	prep
94-70	nóttin í navarti	nótt Navarti	lower4upper-proper	70-3	texti059-2005.xml	orthography	capitalization
94-71	fagnað sigri yfir gyðjunnar vísundar Durga skrímslinu	sigri gyðjunnar Durga á vísundarskrímslinu	new-passive	71-1	texti059-2005.xml	grammar	syntax
94-71	fagnað sigri yfir gyðjunnar vísundar Durga skrímslinu	sigri gyðjunnar Durga á vísundarskrímslinu	extra-prep	71-2	texti059-2005.xml	grammar	prep
94-71	fagnað sigri yfir gyðjunnar vísundar Durga skrímslinu	sigri gyðjunnar Durga á vísundarskrímslinu	split-compound	71-3	texti059-2005.xml	orthography	spacing
94-72	Það er eitt helgirit sem er byggt	Eitt helgiritið samanstendur	wording	NA	texti059-2005.xml	style	wording
94-73	, þetta	. Þetta	comma4period	NA	texti059-2005.xml	orthography	punctuation
94-74	litlu helgiritin	undirritin	wording	NA	texti059-2005.xml	style	wording
94-75	: Rig veda	Rig veda	extra-colon	75-1	texti059-2005.xml	orthography	punctuation
94-75	: Rig veda	Rig veda	nonit4it	75-2	texti059-2005.xml	style	style
94-76	Samaveda	, Samaveda	missing-comma	76-1	texti059-2005.xml	orthography	punctuation
94-76	Samaveda	, Samaveda	nonit4it	76-2	texti059-2005.xml	style	style
94-77	Yajurveda	, Yajurveda	missing-comma	77-1	texti059-2005.xml	orthography	punctuation
94-77	Yajurveda	, Yajurveda	nonit4it	77-2	texti059-2005.xml	style	style
94-77b	fórnviskan	fórnarviskan	compound-collocation	NA	texti059-2005.xml	orthography	nonword
94-78	Atharvaveda	og Atharvaveda	missing-conjunction	78-1	texti059-2005.xml	orthography	punctuation
94-78	Atharvaveda	og Atharvaveda	nonit4it	78-2	texti059-2005.xml	style	style
94-79	NA	.	missing-period	NA	texti059-2005.xml	orthography	punctuation
94-80	saman standa	samanstanda	split-compound	NA	texti059-2005.xml	orthography	spacing
94-81	trúrsöngvum	trúarsöngvum	missing-letter	81-1	texti059-2005.xml	orthography	typo
94-81	trúrsöngvum	trúarsöngvum	nonword	81-1	texti059-2005.xml	orthography	nonword
94-81b	NA	því	missing-obj	NA	texti059-2005.xml	grammar	syntax
94-82	helgirit	helgiathafnir	context	NA	texti059-2005.xml	vocabulary	lexical
94-83	NA	en	missing-conjunction	NA	texti059-2005.xml	orthography	punctuation
94-84	Hindúatrú	hindúatrú	upper4lower-common	NA	texti059-2005.xml	orthography	capitalization
94-85	megin tákn	megintákn	split-compound	NA	texti059-2005.xml	orthography	spacing
94-86	AUM táknið	Aúm-táknið	caps4low	86-1	texti059-2005.xml	orthography	capitalization
94-86	AUM táknið	Aúm-táknið	missing-accent	86-1	texti059-2005.xml	orthography	typo
94-86	AUM táknið	Aúm-táknið	missing-hyphen	86-1	texti059-2005.xml	orthography	spacing
94-87	Swastikan	svastikan	upper4lower-common	87-1	texti059-2005.xml	orthography	capitalization
94-87	Swastikan	svastikan	letter-rep	87-1	texti059-2005.xml	orthography	typo
94-88	Hakakrossinn	hakakrossinn	upper4lower-common	NA	texti059-2005.xml	orthography	capitalization
94-89	Swastikan	Svastikan	letter-rep	NA	texti059-2005.xml	orthography	typo
94-90	Indversku	indversku	upper4lower-common	NA	texti059-2005.xml	orthography	capitalization
94-91	Swastika : Lukka	suastika „ lukka “	nonit4it	91-1	texti059-2005.xml	style	style
94-91	Swastika : Lukka	suastika „ lukka “	upper4lower-common	91-1	texti059-2005.xml	orthography	capitalization
94-91	Swastika : Lukka	suastika „ lukka “	letter-rep	91-1	texti059-2005.xml	orthography	typo
94-91	Swastika : Lukka	suastika „ lukka “	extra-colon	91-2	texti059-2005.xml	orthography	punctuation
94-91	Swastika : Lukka	suastika „ lukka “	missing-quots	91-3	texti059-2005.xml	orthography	punctuation
94-91	Swastika : Lukka	suastika „ lukka “	upper4lower-common	91-4	texti059-2005.xml	orthography	capitalization
94-92	NA	„	missing-quots	92-1	texti059-2005.xml	orthography	punctuation
94-93	NA	“	dep	92-1	texti059-2005.xml	other	miscellaneous
94-94	heimstyrjöldinni	heimsstyrjöldinni	compound-collocation	NA	texti059-2005.xml	orthography	nonword
94-95	Aríska	aríska	upper4lower-common	NA	texti059-2005.xml	orthography	capitalization
94-96	,	.	comma4period	NA	texti059-2005.xml	orthography	punctuation
94-97	það	NA	extra-word	NA	texti059-2005.xml	vocabulary	insertion
94-98	Aríski	aríski	upper4lower-common	NA	texti059-2005.xml	orthography	capitalization
94-99	var	væri	ind4sub	NA	texti059-2005.xml	grammar	mood
94-100	NA	.	missing-period	NA	texti059-2005.xml	orthography	punctuation
94-101	Om táknið	Om-táknið	missing-hyphen	NA	texti059-2005.xml	orthography	spacing
94-102	Aum tákinð	Aúm-táknið	missing-accent	102-1	texti059-2005.xml	orthography	typo
94-102	Aum tákinð	Aúm-táknið	missing-hyphen	102-2	texti059-2005.xml	orthography	spacing
94-102	Aum tákinð	Aúm-táknið	swapped-letters	102-2	texti059-2005.xml	orthography	typo
94-102	Aum tákinð	Aúm-táknið	nonword	102-2	texti059-2005.xml	orthography	nonword
94-103	“ A ”	/ a /	wrong-quots	103-1	texti059-2005.xml	orthography	punctuation
94-103	“ A ”	/ a /	extra-quots	103-1	texti059-2005.xml	orthography	punctuation
94-103	“ A ”	/ a /	missing-symbol	103-2	texti059-2005.xml	orthography	punctuation
94-103	“ A ”	/ a /	caps4low	103-3	texti059-2005.xml	orthography	capitalization
94-103	“ A ”	/ a /	missing-symbol	103-4	texti059-2005.xml	orthography	punctuation
94-104	Brahman	brahman eða alheimssálina	nonit4it	104-1	texti059-2005.xml	style	style
94-104	Brahman	brahman eða alheimssálina	upper4lower-common	104-1	texti059-2005.xml	orthography	capitalization
94-104	Brahman	brahman eða alheimssálina	missing-conjunction	104-2	texti059-2005.xml	orthography	punctuation
94-104	Brahman	brahman eða alheimssálina	missing-word	104-3	texti059-2005.xml	vocabulary	omission
94-105	“ U ”	/ u /	wrong-quots	105-1	texti059-2005.xml	orthography	punctuation
94-105	“ U ”	/ u /	extra-quots	105-1	texti059-2005.xml	orthography	punctuation
94-105	“ U ”	/ u /	missing-symbol	105-2	texti059-2005.xml	orthography	punctuation
94-105	“ U ”	/ u /	caps4low	105-3	texti059-2005.xml	orthography	capitalization
94-105	“ U ”	/ u /	missing-symbol	105-4	texti059-2005.xml	orthography	punctuation
94-107	“ M ”	/ m /	wrong-quots	107-1	texti059-2005.xml	orthography	punctuation
94-107	“ M ”	/ m /	extra-quots	107-1	texti059-2005.xml	orthography	punctuation
94-107	“ M ”	/ m /	missing-symbol	107-2	texti059-2005.xml	orthography	punctuation
94-107	“ M ”	/ m /	caps4low	107-3	texti059-2005.xml	orthography	capitalization
94-107	“ M ”	/ m /	missing-symbol	107-4	texti059-2005.xml	orthography	punctuation
94-109	Borið	Orðið	wording	109-1	texti059-2005.xml	style	wording
94-110	fram	talið	dep	109-1	texti059-2005.xml	other	miscellaneous
94-111	hljóð	NA	dep	109-1	texti059-2005.xml	other	miscellaneous
94-112	allir stafirnir	hljóðin	wording	112-1	texti059-2005.xml	style	wording
94-113	bornir	borin	dep	112-1	texti059-2005.xml	other	miscellaneous
94-114	sem eiga að tákna þær	og táknar hinar	conjunction	114-1	texti059-2005.xml	grammar	conjunction
94-114	sem eiga að tákna þær	og táknar hinar	wording	114-2	texti059-2005.xml	style	wording
94-115	NA	guðlegu	wording	115-1	texti059-2005.xml	style	wording
94-116	guðs	NA	dep	115-1	texti059-2005.xml	other	miscellaneous
94-117	,	NA	extra-comma	NA	texti059-2005.xml	orthography	punctuation
94-118	Brahman	atman	nonit4it	118-1	texti059-2005.xml	style	style
94-118	Brahman	atman	wording	118-1	texti059-2005.xml	style	wording
94-119	undirliggjandi	NA	extra-word	NA	texti059-2005.xml	vocabulary	insertion
94-120	Aum	„ aúm “	missing-quots	120-1	texti059-2005.xml	orthography	punctuation
94-120	Aum	„ aúm “	upper4lower-common	120-2	texti059-2005.xml	orthography	capitalization
94-120	Aum	„ aúm “	missing-accent	120-2	texti059-2005.xml	orthography	typo
94-121	manns	mannsins	ind4def	NA	texti059-2005.xml	grammar	definitiveness
94-122	mun öðruvísi en framburður	frábrugðinn framburði	extra-word	122-1	texti059-2005.xml	vocabulary	insertion
94-122	mun öðruvísi en framburður	frábrugðinn framburði	wording	122-2	texti059-2005.xml	style	wording
94-123	Hindúa	hindúa	upper4lower-common	NA	texti059-2005.xml	orthography	capitalization
94-124	ashramas	ashrama	nonit4it	124-1	texti059-2005.xml	style	style
94-124	ashramas	ashrama	extra-letter	124-1	texti059-2005.xml	orthography	typo
94-125	það	NA	extra-word	NA	texti059-2005.xml	vocabulary	insertion
94-125	fólk	það	noun4pro	NA	texti059-2005.xml	coherence	pro
94-126	um fræðin	í fræðunum	wrong-prep	NA	texti059-2005.xml	grammar	prep
94-127	,	sem kallast	comma4conjunction	127-1	texti059-2005.xml	orthography	punctuation
94-127	,	sem kallast	missing-fin-verb	127-2	texti059-2005.xml	grammar	syntax
94-128	Brahman ,	„ brahman “ ;	missing-quots	128-1	texti059-2005.xml	orthography	punctuation
94-128	Brahman ,	„ brahman “ ;	upper4lower-common	128-2	texti059-2005.xml	orthography	capitalization
94-128	Brahman ,	„ brahman “ ;	comma4semicolon	128-3	texti059-2005.xml	orthography	punctuation
94-128b	í ,	á	wrong-prep	128b-1	texti059-2005.xml	grammar	prep
94-128b	í ,	á	extra-comma	128b-2	texti059-2005.xml	orthography	punctuation
94-129	,	;	comma4semicolon	NA	texti059-2005.xml	orthography	punctuation
94-129b	NA	orðin	missing-word	NA	texti059-2005.xml	vocabulary	omission
94-130	,	;	comma4semicolon	NA	texti059-2005.xml	orthography	punctuation
94-131	NA	,	missing-comma	NA	texti059-2005.xml	orthography	punctuation
94-132	NA	sérstök athöfn , sem er haldin	wording	132-1	texti059-2005.xml	style	wording
94-133	barnið sitt	barn	def4ind	133-1	texti059-2005.xml	grammar	definitiveness
94-133	barnið sitt	barn	extra-word	133-2	texti059-2005.xml	vocabulary	insertion
94-134	er haldin sérstök athöfn	,	dep	132-1	texti059-2005.xml	other	miscellaneous
94-134	er haldin sérstök athöfn	,	missing-comma	NA	texti059-2005.xml	orthography	punctuation
94-135	þessa	þess	extra-letter	NA	texti059-2005.xml	orthography	typo
94-136	og þegar	. Þegar	conjunction4period	NA	texti059-2005.xml	orthography	punctuation
94-137	þá er	NA	extra-word	137-1	texti059-2005.xml	vocabulary	insertion
94-137	þá er	NA	extra-fin-verb	137-2	texti059-2005.xml	grammar	syntax
94-138	Hindúar	hindúar	upper4lower-common	NA	texti059-2005.xml	orthography	capitalization
94-139	þegar brúðkaupið er haldið er mikil veisla	eru brúðkaup miklar veislur	wording	139-1	texti059-2005.xml	style	wording
94-140	getur	geta	dep	139-1	texti059-2005.xml	other	miscellaneous
94-141	tólf	12	word4number	NA	texti059-2005.xml	style	numbers
94-143	búning	búningum	singular4plural	NA	texti059-2005.xml	vocabulary	semantic
94-144	spilar stóran part	stórt hlutverk	extra-fin-verb	144-1	texti059-2005.xml	grammar	syntax
94-144	spilar stóran part	stórt hlutverk	fw4ice	144-2	texti059-2005.xml	style	style
94-145	í formi	NA	extra-prep	145-1	texti059-2005.xml	grammar	prep
94-145	í formi	NA	extra-word	145-2	texti059-2005.xml	vocabulary	insertion
94-146	líkamlegra stellinga og	líkamsstellingar sem	wording	146-1	texti059-2005.xml	style	wording
94-146	líkamlegra stellinga og	líkamsstellingar sem	conjunction	146-2	texti059-2005.xml	grammar	conjunction
94-147	Það eru	Karma hefur	wording	147-1	texti059-2005.xml	style	wording
94-147	Það eru	Karma hefur	nonit4it	147-2	texti059-2005.xml	style	style
94-148	leiðir til Karma	skilgreiningar	dep	147-1	texti059-2005.xml	other	miscellaneous
94-148	leiðir til Karma	skilgreiningar	dep	147-2	texti059-2005.xml	other	miscellaneous
94-149	Hin	Sú	wording	149-1	texti059-2005.xml	style	wording
94-150	leið frá Hindúatrú	kemur úr hindúatrú	dep	149-1	texti059-2005.xml	other	miscellaneous
94-150	leið frá Hindúatrú	kemur úr hindúatrú	missing-fin-verb	150-1	texti059-2005.xml	grammar	syntax
94-150	leið frá Hindúatrú	kemur úr hindúatrú	wrong-prep	150-2	texti059-2005.xml	grammar	prep
94-150	leið frá Hindúatrú	kemur úr hindúatrú	upper4lower-common	150-3	texti059-2005.xml	orthography	capitalization
94-151	sú leið sem Vestrænn kúltúr	hin	wording	151-1	texti059-2005.xml	style	wording
94-151	sú leið sem Vestrænn kúltúr	hin	upper4lower-common	151-1	texti059-2005.xml	orthography	capitalization
94-151	sú leið sem Vestrænn kúltúr	hin	fw4ice	151-1	texti059-2005.xml	style	style
94-152	búinn að breyta	afurð vestrænnar menningar	dep	151-1	texti059-2005.xml	other	miscellaneous
94-153	Fyrst	Sú vestræna	wording	153-1	texti059-2005.xml	style	wording
94-154	sú	NA	dep	153-1	texti059-2005.xml	other	miscellaneous
94-155	vestræna , hún	NA	dep	153-1	texti059-2005.xml	other	miscellaneous
94-155	vestræna , hún	NA	extra-comma	155-1	texti059-2005.xml	orthography	punctuation
94-155	vestræna , hún	NA	extra-sub	155-2	texti059-2005.xml	grammar	syntax
94-156	NA	skilgreind svo	missing-words	NA	texti059-2005.xml	vocabulary	omission
94-157	,	NA	extra-comma	NA	texti059-2005.xml	orthography	punctuation
94-158	,	NA	extra-comma	NA	texti059-2005.xml	orthography	punctuation
94-159	,	NA	extra-comma	159-1	texti059-2005.xml	orthography	punctuation
94-159	,	NA	comma-plus-conjunction	159-1	texti059-2005.xml	orthography	punctuation
94-160	,	NA	extra-comma	NA	texti059-2005.xml	orthography	punctuation
94-161	En hin	Hin	extra-conjunction	161-1	texti059-2005.xml	orthography	punctuation
94-161	En hin	Hin	period-plus-conjunction	161-1	texti059-2005.xml	orthography	punctuation
94-161b	NA	skilgreining	missing-word	NA	texti059-2005.xml	vocabulary	omission
94-162	Karma	karma	upper4lower-common	NA	texti059-2005.xml	orthography	capitalization
94-163	: Leiðavísi sem hjálpar	leiðarvísi til að hjálpa	extra-colon	163-1	texti059-2005.xml	orthography	punctuation
94-163	: Leiðavísi sem hjálpar	leiðarvísi til að hjálpa	conjunction	163-2	texti059-2005.xml	grammar	conjunction
94-164	af okkur sjálfum	okkar sjálfra	wording	NA	texti059-2005.xml	style	wording
94-165	ef	hvort	conjunction	NA	texti059-2005.xml	grammar	conjunction
94-166	gefa	veita okkur	wording	NA	texti059-2005.xml	style	wording
94-167	Gúrú er andlegur kennari fyrir alla Hindúa	Gúrúar eru andlegir kennarar hindúa	singular4plural	167-1	texti059-2005.xml	vocabulary	semantic
94-167	Gúrú er andlegur kennari fyrir alla Hindúa	Gúrúar eru andlegir kennarar hindúa	extra-prep	167-2	texti059-2005.xml	grammar	prep
94-167	Gúrú er andlegur kennari fyrir alla Hindúa	Gúrúar eru andlegir kennarar hindúa	extra-word	167-3	texti059-2005.xml	vocabulary	insertion
94-167	Gúrú er andlegur kennari fyrir alla Hindúa	Gúrúar eru andlegir kennarar hindúa	upper4lower-common	167-4	texti059-2005.xml	orthography	capitalization
94-168	meistari	meistarar	singular4plural	NA	texti059-2005.xml	vocabulary	semantic
94-169	Hann	Gúrú	pro4noun	NA	texti059-2005.xml	coherence	pro
94-170	sína	sinni	agreement-concord	NA	texti059-2005.xml	grammar	agreement
94-171	sinna	NA	extra-word	NA	texti059-2005.xml	vocabulary	insertion
94-172	að	NA	extra-conjunction	NA	texti059-2005.xml	orthography	punctuation
94-172b	vandamál	eiga við vandamál að stríða	missing-words	NA	texti059-2005.xml	vocabulary	omission
94-173	sína gúrus	síns gúrús	agreement-concord	173-1	texti059-2005.xml	grammar	agreement
94-173	sína gúrus	síns gúrús	missing-accent	173-2	texti059-2005.xml	orthography	typo
94-173	sína gúrus	síns gúrús	nonword	173-2	texti059-2005.xml	orthography	nonword
94-174	haft mismunandi	flutt ólíkan	wording	174-1	texti059-2005.xml	style	wording
94-175	NA	haft mismunandi	dep	174-1	texti059-2005.xml	other	miscellaneous
94-176	þá er	ætti	extra-word	176-1	texti059-2005.xml	vocabulary	insertion
94-176	þá er	ætti	wording	176-2	texti059-2005.xml	style	wording
94-177	búin	að vera búinn	dep	177-1	texti059-2005.xml	other	miscellaneous
94-177	búin	að vera búinn	agreement-pred	NA	texti059-2005.xml	grammar	agreement
94-178	heldur	halda	agreement	NA	texti059-2005.xml	grammar	agreement
94-179	:	,	colon4comma	NA	texti059-2005.xml	orthography	punctuation
94-180	Mahatma Gandhi	NA	extra-sub	NA	texti059-2005.xml	grammar	syntax
94-181	friðsæla	friðsamlega	context	NA	texti059-2005.xml	vocabulary	lexical
94-182	gegn	frá	wrong-prep	NA	texti059-2005.xml	grammar	prep
94-183	Veshnu	Visnú	letter-rep	183-1	texti059-2005.xml	orthography	typo
94-183	Veshnu	Visnú	extra-letter	183-1	texti059-2005.xml	orthography	typo
94-183	Veshnu	Visnú	missing-accent	183-1	texti059-2005.xml	orthography	typo
94-184	fylgdi föstun	fylgdu föstur	wording	NA	texti059-2005.xml	style	wording
94-185	bannað að borða kjöt	bann við kjötáti	wording	NA	texti059-2005.xml	style	wording
94-186	NA	sú	missing-dem-pro	NA	texti059-2005.xml	grammar	definitiveness
94-187	á	NA	extra-prep	NA	texti059-2005.xml	grammar	prep
94-188	ekki	ekkert	wording	188-1	texti059-2005.xml	style	wording
94-189	neitt	NA	dep	188-1	texti059-2005.xml	other	miscellaneous
94-190	Yfir alla	Alla	extra-prep	NA	texti059-2005.xml	grammar	prep
94-191	æfi	ævi	letter-rep	191-1	texti059-2005.xml	orthography	typo
94-191	æfi	ævi	hypercorr	191-1	texti059-2005.xml	orthography	punctuation
94-192	ofan	NA	extra-word	NA	texti059-2005.xml	vocabulary	insertion
94-193	trúina	trúna	extra-letter	193-1	texti059-2005.xml	orthography	typo
94-193	trúina	trúna	nonword	193-1	texti059-2005.xml	orthography	nonword
94-194	,	NA	extra-comma	194-1	texti059-2005.xml	orthography	punctuation
94-194	,	NA	comma-plus-conjunction	194-1	texti059-2005.xml	orthography	punctuation
94-195	NA	hans	missing-word	NA	texti059-2005.xml	vocabulary	omission
94-196	trú	trúarbrögðum	wording	NA	texti059-2005.xml	style	wording
94-197	,	NA	extra-comma	NA	texti059-2005.xml	orthography	punctuation
94-198	Pretoria	Pretoriu	nominal-inflection	198-1	texti059-2005.xml	grammar	inflection
94-198	Pretoria	Pretoriu	case-prep	198-1	texti059-2005.xml	grammar	case
94-199	fyrir	á	wrong-prep	NA	texti059-2005.xml	grammar	prep
94-200	stigs sæti	farrými	wording	NA	texti059-2005.xml	style	wording
94-201	ríku sætunum	sætunum fyrir ríka fólkið	wording	NA	texti059-2005.xml	style	wording
94-202	mótmældi	mótmælti því	letter-rep	202-1	texti059-2005.xml	orthography	typo
94-202	mótmældi	mótmælti því	nonword	202-1	texti059-2005.xml	orthography	nonword
94-202	mótmældi	mótmælti því	missing-obj	202-2	texti059-2005.xml	grammar	syntax
94-203	yrði	skyldi vera	wording	NA	texti059-2005.xml	style	wording
94-204	hann	Gandhi	pro4noun	NA	texti059-2005.xml	coherence	pro
94-205	myndi	eyddi	wording	205-1	texti059-2005.xml	style	wording
94-206	eyða	NA	dep	205-1	texti059-2005.xml	other	miscellaneous
94-207	æfi	ævi	letter-rep	207-1	texti059-2005.xml	orthography	typo
94-207	æfi	ævi	hypercorr	207-1	texti059-2005.xml	orthography	punctuation
94-208	NA	í	missing-prep	NA	texti059-2005.xml	grammar	prep
95-1	NA	litla ,	wording	1-1	texti024-2006.xml	style	wording
95-2	og þeir eru litlir og eru	sem voru	dep	1-1	texti024-2006.xml	other	miscellaneous
95-2	og þeir eru litlir og eru	sem voru	conjunction	2-1	texti024-2006.xml	grammar	conjunction
95-2	og þeir eru litlir og eru	sem voru	pres4past	2-2	texti024-2006.xml	grammar	tense
95-3	fara í burtu frá lampa riddarönum	yfirgefa lampariddarana	wording	3-1	texti024-2006.xml	style	wording
95-3	fara í burtu frá lampa riddarönum	yfirgefa lampariddarana	split-compound	3-2	texti024-2006.xml	orthography	spacing
95-3	fara í burtu frá lampa riddarönum	yfirgefa lampariddarana	nonword	3-2	texti024-2006.xml	orthography	nonword
95-4	kurrý	karrí	letter-rep	4-1	texti024-2006.xml	orthography	typo
95-4	kurrý	karrí	ý4í	4-1	texti024-2006.xml	orthography	spelling
95-4	kurrý	karrí	nonword	4-1	texti024-2006.xml	orthography	nonword
95-5	dýragarðin	dýragarðinn	n4nn	5-1	texti024-2006.xml	orthography	spelling
95-5	dýragarðin	dýragarðinn	nonword	5-1	texti024-2006.xml	orthography	nonword
